CustomerID,Age,Gender,Account_Length,Contract_Type,Churn,Call_Duration,Data_Usage,Income
111,77,1,49,0,0,-0.2282266971618923,0.7375572974120921,1.2278207987306358
112,74,1,11,2,1,-0.0952233770356477,0.6106826966091634,-0.81093683219114
113,79,1,39,0,0,-1.1102487148411986,-0.6862576671541077,-1.6272322505260073
114,57,0,24,0,0,-0.8757428609343989,0.6388770523431475,0.38521883031935855
115,38,0,46,0,0,0.4542903403280471,-0.8272294458240286,1.496010266075884
116,33,0,19,2,0,-0.7672401524103573,0.9842579100844534,0.6161406850563592
117,62,1,4,0,0,1.3258120958921236,-0.05188466313946427,0.22682487368458862
118,35,0,26,0,0,0.28978623385611296,0.06089275979647235,0.8271213296450773
119,64,1,38,0,0,1.2768108726877176,0.7657516531460762,1.125869711085111
120,70,0,42,0,0,-0.8547423367039393,0.2159617163333852,-0.6101777085658463
121,41,0,32,0,0,-1.1102487148411986,1.6891168034340573,0.033302692550194905
122,43,0,39,0,0,1.1613079894201894,1.4001246571607198,1.5552792403444222
123,42,1,45,2,0,0.6397949710304409,-0.5170915327502028,-0.5566401814525099
124,77,0,46,0,0,1.143807552561473,1.0195008547519335,1.0916395013471318
125,77,0,36,1,0,0.037779943090596894,1.6820682145005612,0.8334602573743327
126,77,1,40,0,0,0.9198019607699032,1.252104289557303,-0.7535431240425066
127,62,0,37,0,0,0.7062966310935632,1.4001246571607198,-1.7246404399655655
128,58,1,33,2,0,0.2372849232799638,1.082938155153398,1.5382433720720483
129,46,0,36,2,0,-0.6027360459384232,0.3075933724688337,-0.24999455254977876
130,32,1,3,1,0,-0.4942333374143815,0.2159617163333852,1.642782855207019
131,62,1,9,1,1,1.143807552561473,-1.2289990150333028,1.5897999842699924
132,18,0,8,2,1,0.5312922625063993,-0.6651119003536197,1.0671289807940108
133,42,1,33,2,0,0.6362948836586976,1.089986744086894,-0.9599808704252581
134,24,1,6,0,0,-0.37523036677511,1.421270423961208,-0.8311157521292698
135,26,1,41,2,0,0.4087892044953845,1.0406466215524217,0.36960922078606706
136,41,1,39,1,0,1.5253170760814905,-1.0316385248954136,-0.4707477107210989
137,18,1,4,0,0,-1.4462571025285533,1.2168613448898227,-1.1051159032263356
138,61,1,13,1,0,-0.6342368322841127,1.5481450247641366,0.37853654400476844
139,25,0,49,0,0,-1.001746006317157,0.6741199970106277,-0.10279936823669343
140,41,1,2,2,1,0.058780467321056566,1.0970353330203901,-0.29743086172370686
141,28,1,5,1,0,-0.399730978377313,-0.545285888484187,1.6502310952888941
142,68,0,44,0,0,0.6747958447478737,-0.37611975408028203,-0.24098799273446167
143,34,0,27,0,0,-0.5467346479905307,-0.030738896338976154,1.2789019913488857
144,25,0,32,2,0,1.1088066788440403,-0.17875926394239297,0.40587316983718247
145,52,0,21,2,0,1.6303196972337888,1.280298645291287,-0.7370619119464424
146,52,0,8,2,0,1.7143217941556275,0.6670714080771317,-0.6407366226606318
147,50,0,38,1,1,1.2103092126245953,-1.814031896513474,-0.03563314650545783
148,76,0,8,0,0,-1.6107612090004875,-0.369071165146786,0.9446292024261497
149,22,1,3,2,0,0.04478011783408345,-0.44660564341524245,-0.8437671953889088
150,59,1,44,1,1,-0.27372783299455494,0.5683911630081872,0.291217814534275
151,56,0,3,1,0,0.8848010870524704,-0.9541040466269572,-0.6883314050277913
152,75,1,22,1,1,-1.152249763302118,-0.8624723904915087,-0.11722042882074953
153,58,1,6,2,0,1.6338197846055322,0.5542939851411951,1.3049972438343205
154,45,1,2,2,0,1.4378148917879086,-1.658962939976561,1.343057222408725
155,24,0,23,0,0,-0.5432345606187874,-1.3558736158362314,0.4424804774736325
156,26,0,44,0,0,1.1473076399332163,-1.4052137383707037,-1.0228683159392464
157,25,1,2,2,0,-0.6727377933732888,-1.630768584242577,1.1342952025252464
158,29,0,38,1,0,0.1532828263581251,0.8644318982150208,-0.27862537612691574
159,51,1,17,1,1,0.7132968058370498,-1.7012544735775375,-1.3709018604742411
160,50,1,35,1,1,1.2978113969181773,-0.6298689556861394,1.3847884966263233
161,65,1,34,0,0,0.1357823894994087,1.3366873567592554,0.4043412623026124
162,72,1,23,1,0,-1.351754743491485,-1.3135820822352553,-0.40027996413087613
163,40,0,30,0,0,-0.3052286193402445,-1.4052137383707037,0.2027897727111618
164,79,0,8,0,0,1.5708182119141532,1.1745698112888465,0.17555879567423538
165,41,0,22,1,0,-1.0227465305476167,-0.7567435564890681,0.004196449393363749
166,54,1,44,1,0,-1.0962483653542254,0.11023288233094462,1.3554973680773887
167,52,0,36,2,0,-0.40673115312079955,-1.4968453945061522,-0.5151202048258868
168,61,1,5,2,0,-0.007721192742065734,-0.3479253983462979,0.28511659659486666
169,57,0,13,1,1,-0.41723141523602936,0.5824883408751792,-0.09561525014353728
170,39,1,29,0,0,-1.579260422654798,1.0406466215524217,-1.2626646694972046
171,44,1,31,0,0,1.357312882237813,-0.8554238015580127,-0.9417300410047769
172,52,1,47,0,0,0.8463001259632944,-1.0598328806293977,-1.054668603381011
173,18,0,16,0,0,0.1847836127038146,1.5622422026311287,-0.6135320578225774
174,52,0,42,0,0,0.10428160315371919,-0.545285888484187,-1.5436904654941952
175,54,0,30,2,0,0.0202795062318805,-1.6378171731760731,0.48289114174763587
176,64,0,16,1,1,-1.66676260694838,-0.44660564341524245,1.5718925134348458
177,31,1,12,2,0,-0.9982459189454137,-0.48889717701621865,-1.0743985159383185
178,20,0,17,0,0,-0.6587374438863156,0.3851278507372901,-1.0411191453597275
179,18,0,16,0,1,0.5697932235955753,0.906723431815997,1.4763595901151922
180,22,1,12,0,1,1.644320046720762,-1.4756996277056642,1.2348200314316886
181,43,1,8,0,0,0.891801261795957,-0.7849379122230523,-1.0967696483828158
182,72,1,20,1,0,-0.7917407640125602,0.05384417086297631,-0.9844385665806353
183,31,0,3,0,0,0.2547853601386802,-1.4827482166391601,-1.5371138279750927
184,56,1,16,1,0,1.0528052808961479,0.899674842882501,-0.12387630293646772
185,44,1,30,0,0,1.5393174255684636,-0.10122478567393654,-0.3189303916054315
186,26,1,45,1,0,-1.0367468800345898,-1.0386871138289098,-1.5534629790767973
187,32,0,23,2,0,-1.6317617332309473,-0.6369175446196355,-0.8568940582282418
188,32,1,28,0,0,-0.19322582344445952,1.463561957562184,0.25500668988090336
189,43,0,40,1,0,-1.1767503749043209,-0.6651119003536197,-0.14788499171102262
190,59,0,5,2,0,0.9408024850003629,1.0476952104859178,-0.16859215562659036
191,77,1,20,0,0,-0.8547423367039393,-1.7364974182450175,0.9739731553728279
192,30,1,40,0,0,0.07978099155151624,-0.4043141098142662,-0.8293989592025964
193,68,0,44,0,0,1.6758208330664515,0.19481594953289708,0.45420749377275504
194,49,1,1,1,0,0.5347923498781425,0.9490149654169733,1.1640881628527469
195,56,1,30,1,0,-0.0637225906899582,-0.5029943548832108,-1.2791194693943968
196,66,0,21,2,0,-1.7087636554092993,0.9983550879514456,0.4610746654794484
197,69,0,20,1,0,0.7972989027588885,-0.742646378622076,1.2001672265117589
198,78,1,6,1,0,0.023779593603623778,-1.4475052719716799,-1.1153638363886318
199,49,0,22,0,1,1.003804057691742,-0.552334477417683,-0.59324748908896
200,21,1,18,0,1,1.182308513650649,-0.35497398727979396,1.525671165409025
201,47,1,8,0,0,0.21628439904950414,0.8150917756805485,0.8377126213927082
202,54,1,39,0,0,-0.21772643504666248,1.4847077243626723,-0.024909793763467407
203,40,0,32,0,0,-1.3552548308632282,-1.3065334933017592,-1.2810211477131734
204,56,1,33,0,0,-1.2082511612500104,0.11728147126444066,0.982979715188145
205,62,1,16,0,0,0.47879095193025006,1.1816184002223424,0.5995009997670637
206,32,1,12,2,1,1.4658155907618549,-0.8977153351589889,-1.0610339433091385
207,60,0,38,2,0,1.2978113969181773,0.5824883408751792,0.7467754206767648
208,46,0,34,2,0,-1.3867556172089177,1.1604726334218545,-0.9749037627878803
209,53,0,14,2,1,0.891801261795957,-1.4193109162376958,-0.5166521123604569
210,30,0,36,0,1,1.1718082515354193,0.5965855187421713,1.6088167674577587
211,49,0,33,2,1,-1.0752478411237658,1.611582325165601,-0.622881976223229
212,24,1,23,0,0,0.8077991648741183,-0.552334477417683,-0.035157726925763674
213,76,0,45,2,0,0.22678466116473397,1.3930760682272236,-0.19389504214586825
214,68,0,2,1,0,1.0703057177548643,1.0265494436854297,-0.4225190355810139
215,39,0,41,2,0,-1.4602574520155265,0.5542939851411951,0.3966553124308902
216,45,1,21,2,0,-0.03222180434426869,0.4274193843382664,-1.0708592812894844
217,19,0,2,0,0,1.3888136685835026,-1.3840679715702155,1.043067467621712
218,59,0,27,2,1,-1.4357568404133236,0.4697109179392426,-0.8547282579207462
219,62,1,9,1,0,-1.0647475790085361,-0.0025445406049919993,0.09418281094991887
220,79,0,1,0,0,-1.379755442465431,-0.4747999991492266,0.3723032650710006
221,74,1,11,0,0,0.9968038829482554,-0.8272294458240286,-1.1713576979970546
222,70,1,3,2,0,-1.4077561414393773,-1.102124414230374,-1.6410194183371378
223,23,1,23,0,0,-0.2632275708793251,1.4071732460942157,0.12487378603906389
224,45,1,26,0,0,1.3748133190965295,1.0265494436854297,1.217969048551418
225,45,1,4,0,0,-1.050747229521563,-0.3267796315458098,-0.6399706688933469
226,61,0,18,0,0,-1.7402644417549888,-0.12941914140792068,0.7542764851563837
227,61,1,6,0,0,-0.3192289688272176,1.2027641670228306,1.06781569796468
228,37,1,35,0,1,-0.42073150260777264,-0.36202257621329,1.5890604427015793
229,47,0,22,1,0,-1.1592499380456045,-1.1796588924988305,-1.484368666827913
230,79,1,43,2,0,0.037779943090596894,1.1957155780893347,-1.6661638316631844
231,28,0,15,1,0,0.48929121404547987,-0.8342780347575246,-0.6430873083602308
232,75,0,22,0,0,-0.6482371817710858,1.2239099338233188,0.5243582939765151
233,72,0,37,0,0,0.33178728231703236,1.0124522658184376,0.5516156832123135
234,45,1,42,2,0,-0.2807280077380415,1.2239099338233188,-0.5402646181519334
235,42,1,12,1,1,0.9268021355133897,-1.0457357027624057,0.9887111623433468
236,56,1,47,2,1,0.6397949710304409,1.104083921953886,1.5817706758129355
237,79,0,49,1,0,-0.07422285280518803,0.8080431867470524,-1.4945901877913375
238,50,1,42,0,1,-1.4882581509894728,-1.4193109162376958,1.2350313290226638
239,18,1,38,2,0,-1.2502522097109299,-1.5320883391736324,1.2916062590062685
240,74,1,18,2,0,0.29328632122785625,-0.37611975408028203,-1.6826450437592484
241,44,0,45,0,0,-0.826741637729993,0.05384417086297631,0.474861833290579
242,79,0,35,2,0,-0.5537348227340173,0.2512046610008654,-1.2406897200357858
243,74,1,30,1,1,-0.6657376186298022,-1.0034441691614295,1.6433375113833288
244,69,1,24,1,0,-0.8862431230496288,-1.6942058846440413,-1.7039068638511259
245,30,1,42,1,1,0.058780467321056566,-0.2703909200778415,-1.4473915884072566
246,58,1,30,1,0,-0.5642350848492471,-0.6651119003536197,-0.9387454625322524
247,20,0,14,0,0,0.2687857096256533,-0.911812513025981,0.14832781863730896
248,56,0,6,2,0,0.2197844864212474,-0.73559778968858,1.3870335335304345
249,23,0,3,1,0,-1.4777578888742429,-0.538237299550691,0.6868461414364291
250,25,0,16,0,0,1.3363123580073535,-1.2008046592993187,1.6545891081027573
251,44,1,7,2,1,-1.1312492390716584,-1.1726103035653344,0.8851489305666363
252,26,1,14,2,0,-1.3622550056067146,-1.7435460071785136,1.5335420006728504
253,79,1,9,0,1,-1.1032485400977121,1.4142218350277118,0.5316216486662869
254,54,0,15,0,1,-1.0717477537520226,0.4344679732717624,-1.552749849707256
255,50,1,21,1,0,-1.516258849963419,0.23005889420037728,1.346173861875609
256,68,0,35,2,1,1.2278096494833117,1.2168613448898227,-1.2276420937930685
257,59,0,2,2,1,1.6268196098620455,-0.21400220860987315,0.04151688639935506
258,61,1,27,0,0,-0.08472311492041787,0.4344679732717624,1.2384385026771387
259,41,1,2,2,1,0.9968038829482554,0.22301030526688123,0.8114588957140421
260,32,1,35,1,1,-1.3937557919524042,1.252104289557303,-0.02696994527547542
261,76,0,18,2,0,0.16028300110161167,-1.6519143510430652,1.6834048170719975
262,71,1,14,0,0,1.2803109600594609,-1.3065334933017592,0.4627650462072499
263,49,0,20,0,1,-1.2957533455435923,1.3789788903602316,1.0333741906357257
264,49,1,18,1,0,-0.16172503709877,0.7305087084785961,-0.8708925236303475
265,41,0,10,1,0,1.455315328646625,1.1534240444883583,-0.37893890744238284
266,58,0,25,2,0,-0.4522322889534622,0.2723504278013535,0.8325358304138163
267,69,1,2,2,1,1.2348098242267984,-0.7778893232895563,-1.0514991395163833
268,66,0,25,0,0,-1.593260772141771,-0.7919865011565483,1.2065589786387583
269,79,0,33,1,1,1.3503127074943266,-1.7787889518459938,1.6171630223012783
270,66,1,36,1,0,-0.27722792036629823,-1.630768584242577,0.5309613436944894
271,75,0,31,1,0,-0.035721891716011964,0.2512046610008654,0.08374999239551932
272,69,1,14,2,0,-1.4707577141307564,1.5058534911631603,-1.6807169532416
273,29,0,1,1,0,1.1473076399332163,1.082938155153398,-0.3210697797140552
274,79,1,46,0,0,1.0598054556396344,-0.36202257621329,-1.1507561828769746
275,56,1,16,0,1,-0.7987409387560468,-0.9329582798264692,-0.0655845800261897
276,19,0,46,2,1,0.615294359428238,0.5613425740746911,-0.4550588645911917
277,20,0,3,2,0,0.7097967184653065,-1.0175413470284216,-0.4330310907320291
278,66,0,35,1,0,0.9128017860264167,1.259152878490799,0.22317999024026675
279,54,0,41,2,1,1.406314105442219,-0.8201808568905326,0.05918664744465455
280,66,0,6,0,1,0.8042990775023751,1.1957155780893347,-0.44808604408901076
281,73,1,25,1,0,-0.6412370070275992,0.40627361753777824,-0.31169344911453156
282,34,0,13,0,0,1.493816289735801,-0.17875926394239297,-0.48770434239685717
283,76,1,34,1,0,1.2348098242267984,-1.7858375407794898,0.32079947727080027
284,66,1,8,2,1,1.4133142801857055,1.4353676018282,1.0501987613171244
285,19,0,21,1,0,1.367813144353043,-1.5179911613066404,-1.6741139035236254
286,19,1,34,1,0,1.731822231014344,1.2873472342247831,-1.141353440078579
287,45,1,4,0,0,1.5638180371706665,-0.15056490820840882,0.29404391981356803
288,71,1,25,0,1,-1.1557498506738613,1.266201467424295,-0.7816457036422055
289,40,1,15,1,0,-0.5572349101057605,1.2098127559563268,-0.6225122054390225
290,54,0,4,2,0,-1.0682476663802793,-0.742646378622076,0.9560920967365533
291,49,1,45,2,0,-0.15822494972702672,-0.5593830663511791,0.6903589638863915
292,50,0,12,0,0,-0.7532398029233842,-0.3197310426123137,-1.2497226920499749
293,18,0,32,2,0,-0.5677351722209903,-1.2149018371663107,1.5875285351670092
294,36,1,32,0,1,-0.3787304541468533,-0.030738896338976154,-0.45582481835847677
295,79,0,28,2,1,1.756322842616547,-1.3206306711687512,-0.21581716720954328
296,19,0,13,1,1,0.09378134103848935,1.118181099820878,0.6872687366183795
297,70,0,31,0,1,-0.9037435599083452,-0.5734802442181711,0.6749870641429471
298,61,1,14,0,0,1.168308164163676,-0.34087680941280185,-0.8726885531536366
299,43,0,20,1,1,1.6093191730033292,0.23005889420037728,0.253818140931668
300,49,0,18,0,0,-0.05322232857472836,-0.185807852875889,0.5588790379020853
301,23,0,29,2,0,0.5627930488520888,1.442416190761696,0.7831978429211116
302,49,1,6,2,1,0.7622980290414556,-0.15056490820840882,-0.14902071626251423
303,72,0,32,0,0,0.3282871949452891,-0.2633423311443454,0.2460265422644582
304,21,1,29,2,0,1.3748133190965295,-0.9963955802279335,0.015025450930841766
305,72,1,43,0,0,0.19878396219078773,0.37103067287029806,1.640960413484858
306,28,1,2,1,0,-0.14072451286831034,0.025649815128992157,-0.8259389611503778
307,73,1,23,0,0,-1.4322567530415804,-0.37611975408028203,1.6172686710967659
308,76,1,19,1,1,0.566293136223832,-1.1655617146318384,-0.9016363231172364
309,34,1,31,2,1,-1.4112562288111206,0.7939460088800604,0.17014429490549637
310,55,0,5,1,0,-0.16172503709877,-0.2703909200778415,-1.402913445506981
311,41,1,19,2,0,-0.24572713402060872,0.7446058863455881,-0.7604631201469437
312,22,0,34,0,0,-1.215251335993497,0.11023288233094462,-0.9119634928761483
313,69,0,10,2,1,0.05528037994931329,0.8432861314145327,-0.05945694988790947
314,51,1,25,0,0,-0.4277316773512592,-0.20695361967637713,1.6255885137414137
315,23,0,2,0,0,-1.66676260694838,0.3428363171363139,-1.7193315879923141
316,39,0,11,1,0,1.3468126201225832,-0.9963955802279335,0.1288356158698485
317,28,0,31,1,0,-0.6482371817710858,0.05384417086297631,0.2677901941349018
318,65,0,15,1,0,1.745822580501317,1.2168613448898227,-0.49090021846035675
319,33,1,9,1,1,1.1963088631376222,0.0890871155304565,1.1599942720276029
320,50,0,23,2,0,0.07278081680802968,-1.3840679715702155,-0.973186969861207
321,26,1,19,2,0,-1.0227465305476167,0.26530183886785746,0.5591167476919323
322,77,0,9,2,0,1.5883186487728695,0.6318284634096515,-0.6311489944701331
323,76,0,35,0,0,-0.4312317647230025,1.075889566219902,-1.395148259038643
324,23,1,21,2,0,-0.1652251244705133,1.0054036768849415,-0.1282871401480746
325,33,0,9,2,0,0.44729016558456053,1.6468252698330812,-1.708027166875142
326,46,0,28,2,0,1.0003039703199987,-1.7576431850455057,0.8655774912025602
327,20,0,46,1,0,0.3387874570605189,-1.1444159478313503,0.9134099833595668
328,37,1,7,2,1,-1.1172488895846853,1.2239099338233188,0.667010580083634
329,77,0,16,0,0,-1.0087461810606435,-1.3347278490357433,-1.041779450331525
330,76,1,16,1,1,0.0062791567449073825,0.7305087084785961,-1.6116490531915877
331,53,0,33,0,0,-0.11972398863785066,-1.426359505171192,0.425074838417052
332,36,1,4,2,1,1.1963088631376222,0.20891312739988915,-1.3891791020935942
333,43,1,4,1,0,-1.3097536950305655,-0.06598184100645635,0.17146490484909124
334,20,0,39,0,1,1.731822231014344,0.11023288233094462,0.46759847860080717
335,36,0,40,2,0,-1.3482546561197417,-1.4827482166391601,-0.5431435478289702
336,37,1,17,0,0,-1.7017634806658128,0.6882171748776198,1.3166450235368274
337,49,1,37,0,1,-1.302753520287079,-0.3126824536788177,-1.5480748905069301
338,24,0,39,0,0,0.23378483590822052,0.9419663764834773,1.62706759687824
339,69,1,29,2,0,-0.5852356090797067,1.0970353330203901,1.2341861386587631
340,58,0,36,2,0,1.4098141928139623,-1.468651038772168,-0.4202475864780307
341,50,0,38,0,0,-0.7532398029233842,0.07498993766346443,0.37748005604989254
342,57,0,39,1,0,-1.253752297082673,1.5833879694316166,1.5238223114879923
343,56,0,37,1,0,-0.34022949305767725,-1.2430961929002948,-0.05850611072852115
344,35,1,35,2,0,1.4133142801857055,0.892626253949005,0.19824687450519543
345,57,0,7,2,1,-1.404256054067634,0.23005889420037728,-1.5061851430961006
346,18,1,27,2,0,0.06578064206454312,-0.9470554576934612,1.355919963259339
347,28,0,28,2,1,0.24778518539519365,0.2512046610008654,1.5001569812987718
